fdcNumber	conceptId	Keytype	indexTerm-en	indexTerm-de	indexTerm-sv	indexTerm-fi	indexTerm-fr	indexTerm-sl	indexTerm-sp	Match	agrovocConcept	scopeNote	fi-new-term	seÄven	USE-se	RT-se	v2016-se	altLabel-en	altLabel-de	altLabel-sv	altLabel-fi	altLabel-fr	altLabel-sl	altLabel-sp	hiddenLabel-en	hiddenLabel-de	hiddenLabel-sv	hiddenLabel-fi	hiddenLabel-fr	hiddenLabel-sl	hiddenLabel-sp
410	1794				skogsskador övervakning	seuranta: metsätuhot ja niiden aiheuttajat																									
411	1795		Biological control: forest pests	Biologische Bekämpfung: Waldkrankheiten	biologisk bekämpning: skogsskador	biologinen torjunta			lucha biológica											bekämpning av skogsskador	metsätuhojen torjunta: biologinen torjunta										lucha biológica, contra plagas forestales 
411	1796		Natural control of injurious agencies	Natürliche Regulierung von Schädlingen und deren biologische Bekämpfung	naturlig reglering av skogsskador	luontainen torjunta			ludha natural contra agentes perjudiciales 										Natürliche Bekämpfung von Schäden												
411.1	1797		Biological control: forest pests - natural enemies	Biologische Bekämpfung: Waldkrankheiten (natürliche Feinde)		luonnolliset viholliset (biologinen torjunta)																									
411.11	1798		Biological control: forest pests - lower invertebrates	Biologische Bekämpfung: Waldkrankheiten (niedere wirbellose Tiere)		alemmat selkärangattomat (biologinen torjunta)																									
411.12	1799		Biological control: forest pests - insects and other anthropods	Biologische Bekämpfung: Waldkrankheiten (Insekten und andere Gliederfüssler)		hyönteiset (biologinen torjunta)																									
411.13	1800		Biological control: forest pests - amphibia and reptiles	Biologische Bekämpfung: Waldkrankheiten (Amphibien und Reptilien)		sammakkoeläimet ja matelijat (biologinen torjunta)																									
411.14	1801		Biological control: forest pests - birds	Biologische Bekämpfung: Waldkrankheiten (Vögel)		linnut (biologinen torjunta)																									
411.15	1802		Biological control: forest pests - mammals	Biologische Bekämpfung: Waldkrankheiten (Säugetiere)		nisäkkäät (biologinen torjunta)																									
411.16	1803		Biological control: forest pests - bacteria and fungi	Biologische Bekämpfung: Waldkrankheiten (Bakterien und Pilze)		bakteerit ja sienet (biologinen torjunta)																									
411.18	1804		Biological control: forest pests - virus diseases	Biologische Bekämpfung: Waldkrankheiten (Viruskrankheiten)		virussairaudet (biologinen torjunta)																									
412	1805	classname	Silvicultural control of forest injuries	Waldbauliche Vorbeugungsmaßnahmen gegen Forstschäden	skogsskötsel, bekämpning av skador med hjälp av	Torjunta metsänhoidollisin keinoin			selvícolas, defensa de los montes por medios 												metsätuhojen torjunta: viljelyksellinen torjunta										
413	1806	classname	Physical and mechanical control of forest injuries	Physikalische und mechanische Bekämpfung von Forstschäden	mekanisk bekämpning av skogsskador	mekaaninen torjunta			defensa de los montes por medios físicos y mecánicos 											fysikalisk-mekanisk bekämpning av skogsskador	fyysinen torjunta										
413.1	1807		Trapping of pests	Fangen von Schädlingen	fångst av skadedjur	ansat (metsätuhojen torjunta)			captura de agentes dañinos 												tappavat ansat (tuhoeläimet)				Physical and mechanical control of forest injuries: trapping, with simultaneous or subsequent destruction	Physikalische und mechanische Bekämpfung von Forstschäden: Fangen mit gleichzeitiger oder nachfolgender Vernichtung	fysikalisk-mekanisk bekämpning av skogsskador, fångst med samtidig och efterföljande förstörelse				defensa de los montes por medios físicos y mecánicos, captura de los agentes dañinos con su destrucción immediata  o diferida 
413.2	1808		killing or destroying the damaging agent	Direkte Vernichtung	direkt förstörelse eller uppsamling	tappaminen tai hävittäminen (metsätuhojen torjunta)			supresión de brotes para la destrucción de agentes  dañinos 									Shooting: of pests							Physical and mechanical control of forest injuries: direct destruction of agent by shooting, picking removal of plant or affected part	Physikalische und mechanische Bekämpfung von Forstschäden: direkte Vernichtung durch Schießen, Sammeln, Beseitigen von Pflanzen oder kranken Teilen	fysikalisk-mekanisk bekämpning av skogsskador, direkt förstörelse genom skjutning, uppsamling, avlägsnande av plantor eller angripna delar				defensa de los montes por medios físicos y mecánicos, destrucción directa del mal por disparo, recogida  a mano o por supresión de plantas o partes  afectadas de las mismas 
413.3	1809		direct destruction by heat, fire etc.	direkte Vernichtung durch Hitze, Feuer usw.	direkt förstörelse genom hetta, brand m.m.	kulotus (metsätuhojen torjunta)			destrucción directa por el calor, fuego, etc. 												hävitys lämmön tai tulen avulla				Physical and mechanical control of forest injuries: direct destruction by heat, fire etc.	Physikalische und mechanische Bekämpfung von Forstschäden: direkte Vernichtung durch Hitze, Feuer usw.	fysikalisk-mekanisk bekämpning av skogsskador, direkt förstörelse genom hetta, brand m.m.	metsätuhojen torjunta: kulotus			defensa de los montes por medios físicos y mecánicos, destrucción directa por el calor, fuego, etc. 
413.4	1810		Repellents (forest protection): physical/mechanical	Abschreckungsmittel (Forstschutz): physikalische/mechanische	avskräckande medel (skogsskydd): mekaniska, fysikaliska	mekaaniset karkotteet (metsätuhojen torjunta)			repulsión (protección de los montes), por medios físicos y mecánicos 																						defensa de los montes por medios físicos y mecánicos, repulsión por medios físicos o mecánicos;  espantajos 
413.4	1811		Scaring of pests	Verscheuchen von Forstschädlingen	borskrämning	pelättimet (metsätuhojen torjunta)			espantajos 									Physical and mechanical control of forest injuries: repulsion by physical or mechanical means; scaring	Physikalische und mechanische Bekämpfung von Forstschäden: Abwehr durch physikalische oder mechanische Mittel;	bortskrämning	pelottelu										
413.5	1812		barriers, screens, guards against pests	Sperren, Schutzwände, Wachen usw. gegen Forstschädlinge	avskärmning	esteet ja suojukset (metsätuhojen torjunta)			barreras, alambradas, defensas mecánicas, etc. 											avspärrning					Physical and mechanical control of forest injuries: impedance by barriers, screens, guards	Physikalische und mechanische Bekämpfung von Forstschäden: Abhaltung durch Sperren, Schutzwände, Wachen usw.	fysikalisk-mekanisk bekämpning av skogsskador, avspärrning, avskärmning				defensa de los montes por medios físicos y mecánicos, protección por medio de barreras, alambradas, defensas mecánicas, etc. 
414	1813		Chemical control of forest injuries	Chemische Bekämpfung von Forstschäden	kemisk bekämpning av skogsskador	kemiallinen torjunta (metsätuhot)			defensa química forestal 																						
414.1	1814		Chemical control of forest injuries: preparations	Chemische Bekämpfung von Forstschäden: Schutzmittel	kemisk bekämpning av skogsskador, skyddsmedel	torjunta-aineet (kemiallinen torjunta)			defensa química forestal, preparación 																						
414.11	1815		poison baits	Giftköder	förgiftade beten	myrkkysyötit (kemiallinen torjunta)			cebos envenados																Chemical control of forest injuries: preparations (poison baits)	Chemische Bekämpfung von Forstschäden: Schutzmittel (Giftköder einschließlich Lockmittel)	kemisk bekämpning av skogsskador, skyddsmedel (förgiftade beten)				defensa química forestal, preparación (cebos envenenados) 
414.11	1816		Attractants for forest pests	Lockmittel	lockmedel	houkutusainet (kemiallinen torjunta)			materias  atrayentes																Chemical control of forest injuries: preparations (attractants)		kemisk bekämpning av skogsskador, skyddsmedel (lockmedel)				defensa química forestal, preparación (materias atraventes) 
414.12	1817		Pesticides	Pestizide	giftiga preparat	hyönteismyrkyt  (kemiallinen torjunta)															pestisidit				Chemical control of forest injuries: preparations (other poisonous preparations)	Chemische Bekämpfung von Forstschäden: Schutzmittel (andere giftige Präparate)	kemisk bekämpning av skogsskador, skyddsmedel (övriga giftiga preparat)				defensa química forestal, preparación (otros productos venenosos) 
414.13	1818		Growth regulators, plant: use in forest protection	Wuchsstoffe: im Forstschutz	tillväxtregulatorer, växter: användning i skogsskydd	kasvunsäätelijät (kemiallinen torjunta)			reguladores del crecimiento de las plantas: en la protección de los montes 																Chemical control of forest injuries: preparations (growth regulators)	Chemische Bekämpfung von Forstschäden: Schutzmittel (Wuchsstoffe)	kemisk bekämpning av skogsskador, skyddsmedel (tillväxtregulatorer)				defensa química forestal, preparación (reguladores de crecimiento) 
414.14	1819		Repellents (forest protection): chemical	Abschreckungsmittel (Forstschutz): chemische	avskräckande medel (skogsskydd): kemiska	karkotteet (kemiallinen torjunta)			repulsión (protección de los montes), con productos químicos 											repellenter					Chemical control of forest injuries: preparations (repellents)	Chemische Bekämpfung von Forstschäden: Schutzmittel (Verbißmittel)	kemisk bekämpning av skogsskador, skyddsmedel (avskräckande medel)				defensa química forestal, preparación (productos repelentes) 
414.16	1820		Adhesives: for insecticides etc.	Haftmittel: Insektizide usw.	bindemedel för insekticider m.m.	liimat ja muut apuaineet (kemiallinen torjunta)			adhesivos, elementos: para insecticidas, etc.,																Chemical control of forest injuries: preparations (auxiliary materials, diluents, adhesives etc.)	Chemische Bekämpfung von Forstschäden: Schutzmittel (Hilfsmittel, Verdünnungsmittel, Haftmittel usw.)	kemisk bekämpning av skogsskador, skyddsmedel (hjälpmedel, utspädningsmedel, bindemedel)				defensa química forestal, preparación (elementos auxiliares, disolventes, adhesivos, etc.) 
414.16	1821		Diluents for insecticides etc.	Verdünnungsmittel für Insektizide usw.	utspädningsmedel för insekticider	liuottimet  (kemiallinen torjunta)			disolventes para insecticidas, etc. 																						
414.2	1822		Chemical control of forest injuries: application: methods, equipment	Chemische Bekämpfung von Forstschäden: Anwendung: Methoden, Ausrüstung	kemisk bekämpning av skogsskador, användning: metoder och utrustning	kemiallinen torjunta: menetelmät ja välineet			defensa química forestal, aplicación: métodos y eguipos 										Schutzmittelanwendung: i.a.												
414.21	1823		Dusting methods and equipment (forest protection)	Bestäuben, Methoden und Ausrüstung (Forstschutz)	bepudring: metoder och utrustning (skogsskydd)	pölytys  (kemiallinen torjunta)			espolvorear, métodos y equipo de (protección forestal) 																Chemical control of forest injuries: application: methods, equipment (dusting)	Chemische Bekämpfung von Forstschäden: Anwendung: Methoden, Ausrüstung (Bestäuben)	kemisk bekämpning av skogsskador, användning: metoder och utrustning (bepudring)				defensa química forestal, aplicación: métodos y eguipos (espolvoreadores)
414.22	1824		Spraying methods and equipment (forest protection)	Spritzen, Methoden und Ausrüstung (Forstschutz)	besprutning (skogsskydd)	ruiskutus  (kemiallinen torjunta)			Pulverización, métodos y eguipo de (defensa forestal)																Chemical control of forest injuries: application: methods, equipment (spraying)	Chemische Bekämpfung von Forstschäden: Anwendung: Methoden, Ausrüstung (Spritzen)	kemisk bekämpning av skogsskador, användning: metoder och utrustning (besprutning)				defensa química forestal, aplicación: métodos y eguipos (pulverizadores) 
414.23	1825		Smoke generation for control of forest injuries	Räuchern: als Forstschutzmaßnahme	rökning: som skogsskydd	savustus  (kemiallinen torjunta)			humo; formación de - para protección contra agentes dañinos forestales 																Fumigation: as method in forest protection		rökframställning för bekämpning av skogsskador				fumigación: como método de defensa del monte 
